Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Circuit","Contact Timing","Switch Function","Current Rating","Voltage Rating - AC","Voltage Rating - DC","Actuator Type","Actuator Length","Contact Material","Contact Finish","Mounting Type","Termination Style","Features"
http://www.ckswitches.com/media/1429/1000.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/1101M1S2ZQE2,%201101M1S3ZQE2.jpg",CKN5058-ND,1101M1S2ZQE2,C&K,SWITCH SLIDE SPDT 6A 120V,436,0,"4.06000","0","1","Bulk","1000","Active","SPDT","Not Specified","On-On","6A (AC/DC)","120V","28V","Standard","3.56mm","Copper","Silver","Panel Mount","Solder Lug","Black Actuator, Epoxy Sealed Terminals"
http://www.nkkswitches.com/pdf/Aslides.pdf,"//media.digikey.com/photos/NKK%20Switches%20Photos/AS12AH-RO,%20AS13AH-RO.jpg",360-2122-ND,AS12AH,NKK Switches,SWITCH SLIDE SPDT 0.4VA 28V,1950,0,"4.19000","0","1","Tray","AS","Active","SPDT","Non-Shorting (BBM)","On-On","0.4VA (AC/DC)","28V","28V","Standard","2.50mm","Phosphor Bronze","Gold","Through Hole, Right Angle","PC Pin","Epoxy Sealed Terminals"
http://www.nkkswitches.com/pdf/Aslides.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/AS12CV.jpg,360-3344-ND,AS12CV,NKK Switches,SWITCH SLIDE SPDT 0.4VA 28V,205,0,"4.19000","0","1","Tray","AS","Active","SPDT","Non-Shorting (BBM)","On-On","0.4VA (AC/DC)","28V","28V","Standard","3.80mm","Phosphor Bronze","Gold","Through Hole, Right Angle, Vertical","PC Pin","Epoxy Sealed Terminals"
http://www.nkkswitches.com/pdf/Aslides.pdf,"//media.digikey.com/photos/NKK%20Switches%20Photos/AS12AV-RO,%20AS13AV-RO.jpg",360-2123-ND,AS12AV,NKK Switches,SWITCH SLIDE SPDT 0.4VA 28V,1183,0,"4.19000","0","1","Tray","AS","Active","SPDT","Non-Shorting (BBM)","On-On","0.4VA (AC/DC)","28V","28V","Standard","2.50mm","Phosphor Bronze","Gold","Through Hole, Right Angle, Vertical","PC Pin","Epoxy Sealed Terminals"
http://www.nkkswitches.com/pdf/Aslides.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_AS12CH-RO.jpg,360-2745-ND,AS12CH,NKK Switches,SWITCH SLIDE SPDT 0.4VA 28V,101,0,"4.19000","0","1","Tray","AS","Active","SPDT","Non-Shorting (BBM)","On-On","0.4VA (AC/DC)","28V","28V","Standard","3.80mm","Phosphor Bronze","Gold","Through Hole, Right Angle","PC Pin","Epoxy Sealed Terminals"
http://www.nkkswitches.com/pdf/Aslides.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_AS12BV.jpg,AS12BV-ND,AS12BV,NKK Switches,SWITCH SLIDE SPDT 0.4VA 28V,388,0,"4.19000","0","1","Tray","AS","Active","SPDT","Non-Shorting (BBM)","On-On","0.4VA (AC/DC)","28V","28V","Flush","Flush","Phosphor Bronze","Gold","Through Hole, Right Angle, Vertical","PC Pin","Epoxy Sealed Terminals"
http://www.nkkswitches.com/pdf/Aslides.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/AS12BH.jpg,360-2611-ND,AS12BH,NKK Switches,SWITCH SLIDE SPDT 0.4VA 28V,1,832,"4.19000","0","1","Tray","AS","Active","SPDT","Non-Shorting (BBM)","On-On","0.4VA (AC/DC)","28V","28V","Flush","Flush","Phosphor Bronze","Gold","Through Hole, Right Angle","PC Pin","Epoxy Sealed Terminals"
http://www.nkkswitches.com/pdf/Aslides.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/AS12CV%5EA.JPG,AS12CV/A-ND,AS12CV/A,NKK Switches,SWITCH SLIDE SPDT 0.4VA 28V,6,0,"4.19000","0","1","Tray","AS","Active","SPDT","Non-Shorting (BBM)","On-On","0.4VA (AC/DC)","28V","28V","Standard","3.80mm","Phosphor Bronze","Gold","Through Hole, Right Angle, Vertical","PC Pin","Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1429/1000.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/1101M2S3AQE2.jpg,CKN5006-ND,1101M2S3AQE2,C&K,SWITCH SLIDE SPDT 6A 120V,1921,0,"4.22000","0","1","Bulk","1000","Active","SPDT","Not Specified","On-On","6A (AC/DC)","120V","28V","Standard","4.72mm","Copper","Silver","Through Hole, Right Angle","PC Pin","Black Actuator, Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1429/1000.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/1101M2S3AV2QE2.jpg,CKN5008-ND,1101M2S3AV2QE2,C&K,SWITCH SLIDE SPDT 6A 120V,557,0,"4.22000","0","1","Bulk","1000","Active","SPDT","Not Specified","On-On","6A (AC/DC)","120V","28V","Standard","4.72mm","Copper","Silver","Through Hole, Right Angle, Vertical","PC Pin","Black Actuator, Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1426/ts.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/TS01CQE.jpg,CKC5123-ND,TS01CQE,C&K,SWITCH SLIDE SPDT 3A 120V,83,0,"4.29000","0","1","Bulk","TS","Active","SPDT","Not Specified","On-On","3A (AC/DC)","120V","28V","Standard","3.10mm","Silver (Ag)","Silver","Through Hole","PC Pin","Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1429/1000.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/1101M2S3ABE2.jpg,CKN5005-ND,1101M2S3ABE2,C&K,SWITCH SLIDE SPDT 0.4VA 20V,1336,0,"4.31000","0","1","Bulk","1000","Active","SPDT","Not Specified","On-On","0.4VA (AC/DC)","20V","20V","Standard","4.72mm","Copper","Gold","Through Hole, Right Angle","PC Pin","Black Actuator, Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1429/1000.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/1101M2S3AV2BE2,%201101M2S3AV2GE2.jpg",CKN5007-ND,1101M2S3AV2BE2,C&K,SWITCH SLIDE SPDT 0.4VA 20V,522,0,"4.31000","0","1","Bulk","1000","Active","SPDT","Not Specified","On-On","0.4VA (AC/DC)","20V","20V","Standard","4.72mm","Copper","Gold","Through Hole, Right Angle, Vertical","PC Pin","Black Actuator, Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1429/1000.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/1101M2S3V3BE2.jpg,CKN5048-ND,1101M2S3V3BE2,C&K,SWITCH SLIDE SPDT 0.4VA 20V,169,0,"4.31000","0","1","Bulk","1000","Active","SPDT","Not Specified","On-On","0.4VA (AC/DC)","20V","20V","Standard","4.72mm","Copper","Gold","Through Hole","PC Pin","Black Actuator, Epoxy Sealed Terminals"
http://www.nkkswitches.com/pdf/MSnonilluminated.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MS12ASG13.JPG,360-2388-ND,MS12ASG13,NKK Switches,SWITCH SLIDE SPDT 0.4VA 28V,1,0,"4.32000","0","1","Bulk","MS","Active","SPDT","Non-Shorting (BBM)","On-On","0.4VA (AC/DC)","28V","28V","Standard","5.10mm","Copper","Gold","Through Hole","PC Pin","Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1425/lp.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/LP02C31T203DQ.jpg,CKC5017-ND,LP02C31T203DQ,C&K,SWITCH SLIDE SPDT 6A 125V,89,0,"4.48000","0","1","Tray","LP","Active","SPDT","Not Specified","On-On","6A (AC/DC)","125V","28V","Snap on Cap","9.55mm","Copper","Silver","Panel Mount, Snap-In","Solder Lug","On-Off Marking on Housing"
http://www.nkkswitches.com/pdf/MSnonilluminated.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MS12ASG30.JPG,360-2390-ND,MS12ASG30,NKK Switches,SWITCH SLIDE SPDT 0.4VA 28V,804,17070,"4.60000","0","1","Bulk","MS","Active","SPDT","Non-Shorting (BBM)","On-On","0.4VA (AC/DC)","28V","28V","Standard","5.10mm","Copper","Gold","Through Hole, Right Angle","PC Pin","Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1426/ts.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/TS01AQ.jpg,CKC5121-ND,TS01AQE,C&K,SWITCH SLIDE SPDT 3A 120V,733,0,"4.66000","0","1","Bulk","TS","Active","SPDT","Not Specified","On-On","3A (AC/DC)","120V","28V","Standard","3.10mm","Silver (Ag)","Silver","Through Hole, Right Angle","PC Pin","Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1426/ts.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/TS01ABE.jpg,CKC5120-ND,TS01ABE,C&K,SWITCH SLIDE SPDT 0.4VA 20V,523,0,"4.76000","0","1","Bulk","TS","Active","SPDT","Not Specified","On-On","0.4VA (AC/DC)","20V","20V","Standard","3.10mm","Copper Alloy","Gold","Through Hole, Right Angle","PC Pin","Epoxy Sealed Terminals"
http://www.nkkswitches.com/pdf/MSnonilluminated.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MS12ASG40.JPG,360-2393-ND,MS12ASG40,NKK Switches,SWITCH SLIDE SPDT 0.4VA 28V,207,0,"4.83000","0","1","Bulk","MS","Active","SPDT","Non-Shorting (BBM)","On-On","0.4VA (AC/DC)","28V","28V","Standard","5.10mm","Copper","Gold","Through Hole, Right Angle, Vertical","PC Pin","Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1426/ts.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/TS01CBE,%20TS03CBE.jpg",CKC5122-ND,TS01CBE,C&K,SWITCH SLIDE SPDT 0.4VA 20V,745,0,"5.12000","0","1","Bulk","TS","Active","SPDT","Not Specified","On-On","0.4VA (AC/DC)","20V","20V","Standard","3.10mm","Copper Alloy","Gold","Through Hole","PC Pin","Epoxy Sealed Terminals"
http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1571984&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Alcoswitch%20Photos/TSS11DGRA04.jpg,450-1622-ND,1571984-1,TE Connectivity ALCOSWITCH Switches,SWITCH SLIDE SPDT 0.4VA 20V,1121,0,"5.36000","0","1","Bulk","TSS","Active","SPDT","Non-Shorting (BBM)","On-On","0.4VA (AC/DC)","20V","20V","Standard","2.79mm","Copper","Gold","Through Hole, Right Angle","PC Pin","Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1429/1000.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/1101M2S5CQE2.JPG,CKN10602-ND,1101M2S5CQE2,C&K,SWITCH SLIDE SPDT 6A 120V,365,0,"5.37000","0","1","Bulk","1000","Active","SPDT","Not Specified","On-On","6A (AC/DC)","120V","28V","Standard","9.40mm","Copper","Silver","Through Hole","PC Pin","Black Actuator, Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1429/1000.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/1101M2S4AQE2.jpg,CKN5050-ND,1101M2S4AQE2,C&K,SWITCH SLIDE SPDT 6A 120V,766,0,"5.60000","0","1","Bulk","1000","Active","SPDT","Not Specified","On-On","6A (AC/DC)","120V","28V","Standard","6.88mm","Copper","Silver","Through Hole, Right Angle","PC Pin","Black Actuator, Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1429/1000.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/1101M1S3ZGE2.JPG,CKN5060-ND,1101M1S3ZGE2,C&K,SWITCH SLIDE SPDT 6A 120V,134,0,"5.76000","0","1","Bulk","1000","Active","SPDT","Not Specified","On-On","6A (AC/DC)","120V","28V","Standard","5.08mm","Copper","Gold","Panel Mount","Solder Lug","Black Actuator, Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1429/1000.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/1101M2S3CGE2.JPG,CKN9628-ND,1101M2S3CGE2,C&K,SWITCH SLIDE SPDT 6A 120V,115,0,"5.87000","0","1","Bulk","1000","Active","SPDT","Not Specified","On-On","6A (AC/DC)","120V","28V","Standard","5.08mm","Copper","Gold","Through Hole","PC Pin","Black Actuator, Epoxy Sealed Terminals"
http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1571982&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Alcoswitch%20Photos/TSS21NGPC04.jpg,450-1621-ND,1571982-1,TE Connectivity ALCOSWITCH Switches,SWITCH SLIDE SPDT 0.4VA 20V,462,0,"5.98000","0","1","Bulk","TSS","Active","SPDT","Non-Shorting (BBM)","On-On","0.4VA (AC/DC)","20V","20V","Standard","2.80mm","Copper","Gold","Through Hole","PC Pin","Epoxy Sealed Terminals"
http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1571982&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/TSS11DG1PC04.jpg,1571982-2-ND,1571982-2,TE Connectivity ALCOSWITCH Switches,SWITCH SLIDE SPDT 0.4VA 20V,974,0,"6.03000","0","1","Bulk","TSS","Active","SPDT","Non-Shorting (BBM)","On-On","0.4VA (AC/DC)","20V","20V","Flush","Flush","Copper","Gold","Through Hole","PC Pin","Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1421/es.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/ES01MSABE.JPG,CKN1779CT-ND,ES01MSABE,C&K,SWITCH SLIDE SPDT 0.4VA 20V,2867,0,"6.05000","0","1","Cut Tape (CT)","ES","Active","SPDT","Not Specified","On-On","0.4VA (AC/DC)","20V","20V","Standard","3.07mm","Bronze","Gold","Surface Mount, Right Angle","Gull Wing","Epoxy Sealed Terminals, IP57"
http://www.ckswitches.com/media/1421/es.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/ES01MAVBE,%20ES03MAVBE.jpg",CKN1777-ND,ES01MAVBE,C&K,SWITCH SLIDE SPDT 0.4VA 20V,407,0,"6.09000","0","1","Tray","ES","Active","SPDT","Not Specified","On-On","0.4VA (AC/DC)","20V","20V","Standard","3.07mm","Bronze","Gold","Through Hole, Right Angle, Vertical","PC Pin","Epoxy Sealed Terminals, IP57"
http://www.ckswitches.com/media/1418/gs.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/GS01MCKE.jpg,CKN9136-ND,GS01MCBE,C&K,SWITCH SLIDE SPDT 0.4VA 20V,1180,0,"6.12000","0","1","Tray","GS","Active","SPDT","Not Specified","On-On","0.4VA (AC/DC)","20V","20V","Standard","1.27mm","Copper","Gold","Through Hole","PC Pin","Epoxy Sealed Terminals"
http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1825032&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1825032-1.JPG,450-2129-ND,1825032-1,TE Connectivity ALCOSWITCH Switches,SWITCH SLIDE SPDT 0.4VA 20V,1477,0,"6.21000","0","1","Bulk","SE","Active","SPDT","Non-Shorting (BBM)","On-On","0.4VA (AC/DC)","20V","20V","Standard","3.50mm","Copper Alloy","Gold","Through Hole","PC Pin","IP67 - Dust Tight, Waterproof"
http://www.apem.com/files/apem/brochures/switch-slide-25000N-ENG.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/25136NAH.JPG,679-1887-ND,25136NAH,Apem Inc.,SWITCH SLIDE SPDT 4A 125V,1795,75,"6.23000","0","1","Bulk","25000N","Active","SPDT","Not Specified","On-On","4A (AC), 1A (DC)","125V","30V","Standard","2.80mm","Silver (Ag)","-","Through Hole","PC Pin","Epoxy Sealed Terminals"
http://www.apem.com/files/apem/brochures/switch-slide-25000N-ENG.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/25336NA.JPG,679-1893-ND,25336NA,Apem Inc.,SWITCH SLIDE SPDT 4A 125V,458,900,"6.23000","0","1","Bulk","25000N","Active","SPDT","Not Specified","On-On","4A (AC), 1A (DC)","125V","30V","Standard","2.30mm","Silver (Ag)","-","Through Hole, Right Angle","PC Pin","Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1418/gs.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/GS01MSAKE(T&R).jpg,CKN9105CT-ND,GS01MSABE,C&K,SWITCH SLIDE SPDT 0.4VA 20V,1440,0,"6.26000","0","1","Cut Tape (CT)","GS","Active","SPDT","Not Specified","On-On","0.4VA (AC/DC)","20V","20V","Standard","1.27mm","Copper","Gold","Surface Mount, Right Angle","Gull Wing","Epoxy Sealed Terminals"
http://www.nkkswitches.com/pdf/SSilluminated.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_SS12SDH2LF.jpg,SS12SDH2LF-ND,SS12SDH2LF,NKK Switches,SWITCH SLIDE SPDT 100MA 30V,235,179,"6.26000","0","1","Tray","SS","Active","SPDT","Shorting (MBB)","On-On","100mA (DC)","-","30V","Illuminated","2.50mm","Phosphor Bronze","Silver","Through Hole, Right Angle","PC Pin","-"
http://www.nkkswitches.com/pdf/SSilluminated.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_SS12SDP2LC.jpg,SS12SDP2LC-ND,SS12SDP2LC,NKK Switches,SWITCH SLIDE SPDT 100MA 30V,96,82,"6.26000","0","1","Tray","SS","Active","SPDT","Shorting (MBB)","On-On","100mA (DC)","-","30V","Illuminated","2.50mm","Phosphor Bronze","Silver","Through Hole","PC Pin","-"
http://www.nkkswitches.com/pdf/SSilluminated.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_SS12SDH2LC.jpg,SS12SDH2LC-ND,SS12SDH2LC,NKK Switches,SWITCH SLIDE SPDT 100MA 30V,40,0,"6.26000","0","1","Tray","SS","Active","SPDT","Shorting (MBB)","On-On","100mA (DC)","-","30V","Illuminated","2.50mm","Phosphor Bronze","Silver","Through Hole, Right Angle","PC Pin","-"
http://www.nkkswitches.com/pdf/SSilluminated.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/SS12SDP2LF.jpg,360-3206-ND,SS12SDP2LF,NKK Switches,SWITCH SLIDE SPDT 100MA 30V,19,48,"6.26000","0","1","Tray","SS","Active","SPDT","Shorting (MBB)","On-On","100mA (DC)","-","30V","Illuminated","2.50mm","Phosphor Bronze","Silver","Through Hole","PC Pin","-"
http://www.nkkswitches.com/pdf/SSilluminated.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_SS12SDP2LE.jpg,SS12SDP2LE-ND,SS12SDP2LE,NKK Switches,SWITCH SLIDE SPDT 100MA 30V,20,0,"6.26000","0","1","Tray","SS","Active","SPDT","Shorting (MBB)","On-On","100mA (DC)","-","30V","Illuminated","2.50mm","Phosphor Bronze","Silver","Through Hole","PC Pin","-"
http://www.nkkswitches.com/pdf/SSilluminated.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_SS12SDH2LE.jpg,SS12SDH2LE-ND,SS12SDH2LE,NKK Switches,SWITCH SLIDE SPDT 100MA 30V,20,0,"6.26000","0","1","Tray","SS","Active","SPDT","Shorting (MBB)","On-On","100mA (DC)","-","30V","Illuminated","2.50mm","Phosphor Bronze","Silver","Through Hole, Right Angle","PC Pin","-"
http://www.apem.com/files/apem/brochures/switch-slide-G-ENG.pdf,//media.digikey.com/Photos/APEM%20Comp%20Photos/GH36S010001.JPG,679-1879-ND,GH36S010001,Apem Inc.,SWITCH SLIDE SPDT 3A 30V,178,0,"6.64000","0","1","Bulk","G","Active","SPDT","Not Specified","On-On","3A (DC)","-","30V","Standard","5.10mm","Silver (Ag)","-","Panel Mount","Solder Lug","Epoxy Sealed Terminals"
http://www.apem.com/files/apem/brochures/switch-slide-G-ENG.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/GH36P010001.jpg,679-1877-ND,GH36P010001,Apem Inc.,SWITCH SLIDE SPDT 3A 30V,68,2200,"6.96000","0","1","Bulk","G","Active","SPDT","Not Specified","On-On","3A (DC)","-","30V","Standard","5.10mm","Silver (Ag)","-","Through Hole","PC Pin","Epoxy Sealed Terminals"
http://www.apem.com/files/apem/brochures/switch-slide-G-ENG.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/GH36P000001.jpg,679-1876-ND,GH36P000001,Apem Inc.,SWITCH SLIDE SPDT 0.4VA 20V,169,100,"7.74000","0","1","Bulk","G","Active","SPDT","Not Specified","On-On","0.4VA (AC/DC)","20V","20V","Standard","5.10mm","Brass","Gold","Through Hole","PC Pin","Epoxy Sealed Terminals"
http://www.ckswitches.com/media/1418/gs.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/GS01MAKE.jpg,CKN9130-ND,GS01MABE,C&K,SWITCH SLIDE SPDT 0.4VA 20V,81,0,"8.21000","0","1","Tray","GS","Active","SPDT","Not Specified","On-On","0.4VA (AC/DC)","20V","20V","Standard","1.27mm","Copper","Gold","Through Hole, Right Angle","PC Pin","Epoxy Sealed Terminals"
http://www.apem.com/files/apem/brochures/switch-slide-25000N-ENG.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/25136nab.JPG,679-1886-ND,25136NAB,Apem Inc.,SWITCH SLIDE SPDT 4A 125V,3515,0,"8.55000","0","1","Bulk","25000N","Active","SPDT","Not Specified","On-On","4A (AC), 1A (DC)","125V","30V","Flush","-","Silver (Ag)","-","Through Hole","PC Pin","Epoxy Sealed Terminals"
